@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute pose-1 numeric
@attribute pose-2 numeric
@attribute pose-3 numeric
@attribute pose-4 numeric
@attribute pose-5 numeric
@attribute pose-6 numeric
@attribute pose-7 numeric
@attribute pose-8 numeric
@attribute pose-9 numeric
@attribute pose-10 numeric
@attribute pose-11 numeric
@attribute pose-12 numeric
@attribute pose-13 numeric
@attribute pose-14 numeric
@attribute pose-15 numeric
@attribute pose-16 numeric
@attribute pose-17 numeric
@attribute pose-18 numeric
@attribute pose-19 numeric
@attribute pose-20 numeric
@attribute pose-21 numeric
@attribute pose-22 numeric
@attribute pose-23 numeric
@attribute pose-24 numeric
@attribute pose-25 numeric
@attribute pose-26 numeric
@attribute pose-27 numeric
@attribute pose-28 numeric
@attribute pose-29 numeric
@attribute pose-30 numeric
@attribute pose-31 numeric
@attribute pose-32 numeric
@attribute pose-33 numeric
@attribute pose-34 numeric
@attribute pose-35 numeric
@attribute pose-36 numeric
@attribute pose-37 numeric
@attribute pose-38 numeric
@attribute pose-39 numeric
@attribute pose-40 numeric
@attribute pose-41 numeric
@attribute pose-42 numeric
@attribute pose-43 numeric
@attribute pose-44 numeric
@attribute pose-45 numeric
@attribute pose-46 numeric
@attribute pose-47 numeric
@attribute pose-48 numeric
@attribute pose-49 numeric
@attribute pose-50 numeric
@attribute pose-51 numeric
@attribute pose-52 numeric
@attribute pose-53 numeric
@attribute pose-54 numeric
@attribute pose-55 numeric
@attribute pose-56 numeric
@attribute pose-57 numeric
@attribute pose-58 numeric
@attribute pose-59 numeric
@attribute pose-60 numeric
@attribute pose-61 numeric
@attribute pose-62 numeric
@attribute pose-63 numeric
@attribute pose-64 numeric
@attribute pose-65 numeric
@attribute pose-66 numeric
@attribute pose-67 numeric
@attribute pose-68 numeric
@attribute pose-69 numeric
@attribute pose-70 numeric
@attribute pose-71 numeric
@attribute pose-72 numeric
@attribute pose-73 numeric
@attribute pose-74 numeric
@attribute pose-75 numeric
@attribute pose-76 numeric
@attribute pose-77 numeric
@attribute pose-78 numeric
@attribute pose-79 numeric
@attribute pose-80 numeric
@attribute pose-81 numeric
@attribute pose-82 numeric
@attribute pose-83 numeric
@attribute pose-84 numeric
@attribute pose-85 numeric
@attribute pose-86 numeric
@attribute pose-87 numeric
@attribute pose-88 numeric
@attribute pose-89 numeric
@attribute pose-90 numeric
@attribute pose-91 numeric
@attribute pose-92 numeric
@attribute pose-93 numeric
@attribute pose-94 numeric
@attribute pose-95 numeric
@attribute pose-96 numeric
@attribute pose-97 numeric
@attribute pose-98 numeric
@attribute pose-99 numeric
@attribute pose-100 numeric
@attribute pose-101 numeric
@attribute pose-102 numeric
@attribute pose-103 numeric
@attribute pose-104 numeric
@attribute pose-105 numeric
@attribute pose-106 numeric
@attribute pose-107 numeric
@attribute pose-108 numeric
@attribute pose-109 numeric
@attribute pose-110 numeric
@attribute pose-111 numeric
@attribute pose-112 numeric
@attribute pose-113 numeric
@attribute pose-114 numeric
@attribute pose-115 numeric
@attribute pose-116 numeric
@attribute pose-117 numeric
@attribute pose-118 numeric
@attribute pose-119 numeric
@attribute pose-120 numeric
@attribute pose-121 numeric
@attribute pose-122 numeric
@attribute pose-123 numeric
@attribute pose-124 numeric
@attribute pose-125 numeric
@attribute pose-126 numeric
@attribute pose-127 numeric
@attribute pose-128 numeric
@attribute pose-129 numeric
@attribute pose-130 numeric
@attribute pose-131 numeric
@attribute pose-132 numeric
@attribute class-1 numeric
@attribute class-2 numeric
@attribute class-3 numeric
@attribute class-4 numeric
@attribute class-5 numeric
@attribute class-6 numeric

@data
427,'2025/02/21 22:39:34:782',2,0.582727,0.600121,0.615595,0.627348,0.552413,0.53541,0.518281,0.628403,0.48397,0.606664,0.550263,0.731764,0.367701,0.980814,0.307943,0.93104,0.288292,0.921815,0.262587,0.868058,0.280146,0.855773,0.298627,0.679921,0.44496,0.69439,0.463334,0.672403,0.444172,0.681918,0.435165,0.616531,0.467247,0.135238,0.068266,0.069763,0.071633,0.062062,0.062072,0.06337,0.099703,0.107824,0.20524,0.207327,0.507683,0.548784,0.742368,0.997224,0.337523,1.487369,0.214785,1.604272,0.208485,1.611062,0.272768,1.568218,1.510323,1.516314,2.380837,2.341641,3.126511,3.135925,3.240218,3.261978,3.308575,3.317407,-0.751296,-0.671779,-0.672437,-0.672443,-0.696669,-0.697513,-0.697982,-0.252751,-0.367521,-0.585454,-0.627563,-0.088667,-0.162762,-0.57496,-0.322381,-1.394025,-0.621628,-1.562015,-0.699103,-1.576794,-0.766189,-1.411254,-0.659208,0.067056,-0.067927,-0.010088,-0.629802,0.161238,-0.354397,0.152412,-0.343973,-0.280112,-0.729962,0.99961,0.999205,0.999181,0.999474,0.999341,0.999263,0.999275,0.999663,0.998305,0.999626,0.999443,0.999832,0.996731,0.985406,0.106758,0.982459,0.016561,0.960814,0.016048,0.966514,0.021455,0.947963,0.025077,0.073658,0.034892,0.000727,0.001451,0.000609,0.001082,0.00113,0.001332,0.000852,0.001106,0,1,0,0,0,0
428,'2025/02/21 22:39:34:799',2,0.587723,0.605975,0.621834,0.634343,0.556504,0.538981,0.52148,0.637146,0.488851,0.611977,0.55435,0.73815,0.37414,0.982287,0.318409,0.937459,0.301996,0.926829,0.278643,0.879806,0.295389,0.866103,0.313212,0.685183,0.451724,0.699112,0.474765,0.678682,0.455561,0.689509,0.447762,0.620944,0.478024,0.135272,0.068101,0.069704,0.071647,0.061985,0.062074,0.06339,0.099565,0.107747,0.205505,0.207434,0.508106,0.548772,0.744126,0.992024,0.337451,1.486028,0.211031,1.603981,0.197477,1.611343,0.265314,1.56794,1.512462,1.51792,2.379897,2.339869,3.122401,3.132289,3.234952,3.256851,3.304765,3.314624,-0.786107,-0.709574,-0.710233,-0.710247,-0.73727,-0.737874,-0.738587,-0.2958,-0.421822,-0.621053,-0.666362,-0.122013,-0.205846,-0.576203,-0.346309,-1.371269,-0.637711,-1.536093,-0.718688,-1.547142,-0.788467,-1.387253,-0.675384,0.067215,-0.068076,-0.005783,-0.594354,0.262735,-0.248226,0.262237,-0.230667,-0.25637,-0.623237,0.999499,0.998953,0.998917,0.99929,0.999177,0.999104,0.999128,0.999554,0.998041,0.999515,0.999322,0.999785,0.996416,0.983884,0.106064,0.978346,0.016424,0.953216,0.015921,0.96002,0.021297,0.93918,0.024841,0.071937,0.034595,0.000727,0.001475,0.000617,0.001107,0.001131,0.001352,0.000857,0.001124,0,1,0,0,0,0
429,'2025/02/21 22:39:34:815',2,0.587723,0.605975,0.621834,0.634343,0.556504,0.538981,0.52148,0.637146,0.488851,0.611977,0.55435,0.73815,0.37414,0.982287,0.318409,0.937459,0.301996,0.926829,0.278643,0.879806,0.295389,0.866103,0.313212,0.685183,0.451724,0.699112,0.474765,0.678682,0.455561,0.689509,0.447762,0.620944,0.478024,0.135272,0.068101,0.069704,0.071647,0.061985,0.062074,0.06339,0.099565,0.107747,0.205505,0.207434,0.508106,0.548772,0.744126,0.992024,0.337451,1.486028,0.211031,1.603981,0.197477,1.611343,0.265314,1.56794,1.512462,1.51792,2.379897,2.339869,3.122401,3.132289,3.234952,3.256851,3.304765,3.314624,-0.786107,-0.709574,-0.710233,-0.710247,-0.73727,-0.737874,-0.738587,-0.2958,-0.421822,-0.621053,-0.666362,-0.122013,-0.205846,-0.576203,-0.346309,-1.371269,-0.637711,-1.536093,-0.718688,-1.547142,-0.788467,-1.387253,-0.675384,0.067215,-0.068076,-0.005783,-0.594354,0.262735,-0.248226,0.262237,-0.230667,-0.25637,-0.623237,0.999499,0.998953,0.998917,0.99929,0.999177,0.999104,0.999128,0.999554,0.998041,0.999515,0.999322,0.999785,0.996416,0.983884,0.106064,0.978346,0.016424,0.953216,0.015921,0.96002,0.021297,0.93918,0.024841,0.071937,0.034595,0.000727,0.001475,0.000617,0.001107,0.001131,0.001352,0.000857,0.001124,0,1,0,0,0,0
430,'2025/02/21 22:39:34:832',2,0.589688,0.607369,0.623505,0.636228,0.557392,0.54085,0.523088,0.639592,0.490345,0.614987,0.556672,0.740774,0.376559,0.981624,0.317435,0.943341,0.298852,0.933688,0.276655,0.883814,0.290791,0.872621,0.308728,0.685126,0.450524,0.697334,0.472764,0.677462,0.453451,0.688806,0.445359,0.620313,0.476953,0.135293,0.067877,0.069517,0.071523,0.061744,0.061892,0.063268,0.099316,0.107747,0.205963,0.207471,0.507709,0.548242,0.739062,0.991895,0.338073,1.485256,0.211649,1.602581,0.197776,1.609824,0.264111,1.566592,1.512217,1.517775,2.38787,2.340959,3.13624,3.141652,3.249022,3.269687,3.320424,3.322709,-0.791735,-0.712779,-0.713444,-0.71346,-0.738819,-0.739644,-0.740143,-0.293213,-0.409445,-0.622721,-0.666901,-0.121741,-0.19086,-0.600092,-0.354659,-1.421405,-0.708594,-1.588988,-0.802839,-1.581357,-0.874588,-1.43543,-0.74982,0.065805,-0.066653,0.021067,-0.572123,0.28405,-0.209688,0.282992,-0.191023,-0.152203,-0.596492,0.999527,0.999015,0.998982,0.99933,0.999227,0.999159,0.999179,0.99958,0.998163,0.999537,0.999355,0.999781,0.99644,0.983771,0.108125,0.977911,0.016753,0.952394,0.016305,0.959516,0.021879,0.938714,0.025519,0.069346,0.033509,0.000726,0.001497,0.00063,0.001151,0.001143,0.001392,0.000879,0.001179,0,1,0,0,0,0
431,'2025/02/21 22:39:34:849',2,0.589688,0.607369,0.623505,0.636228,0.557392,0.54085,0.523088,0.639592,0.490345,0.614987,0.556672,0.740774,0.376559,0.981624,0.317435,0.943341,0.298852,0.933688,0.276655,0.883814,0.290791,0.872621,0.308728,0.685126,0.450524,0.697334,0.472764,0.677462,0.453451,0.688806,0.445359,0.620313,0.476953,0.135293,0.067877,0.069517,0.071523,0.061744,0.061892,0.063268,0.099316,0.107747,0.205963,0.207471,0.507709,0.548242,0.739062,0.991895,0.338073,1.485256,0.211649,1.602581,0.197776,1.609824,0.264111,1.566592,1.512217,1.517775,2.38787,2.340959,3.13624,3.141652,3.249022,3.269687,3.320424,3.322709,-0.791735,-0.712779,-0.713444,-0.71346,-0.738819,-0.739644,-0.740143,-0.293213,-0.409445,-0.622721,-0.666901,-0.121741,-0.19086,-0.600092,-0.354659,-1.421405,-0.708594,-1.588988,-0.802839,-1.581357,-0.874588,-1.43543,-0.74982,0.065805,-0.066653,0.021067,-0.572123,0.28405,-0.209688,0.282992,-0.191023,-0.152203,-0.596492,0.999527,0.999015,0.998982,0.99933,0.999227,0.999159,0.999179,0.99958,0.998163,0.999537,0.999355,0.999781,0.99644,0.983771,0.108125,0.977911,0.016753,0.952394,0.016305,0.959516,0.021879,0.938714,0.025519,0.069346,0.033509,0.000726,0.001497,0.00063,0.001151,0.001143,0.001392,0.000879,0.001179,0,1,0,0,0,0
432,'2025/02/21 22:39:34:866',2,0.597269,0.613903,0.629622,0.642391,0.565172,0.547903,0.530645,0.643486,0.496097,0.620543,0.563253,0.746268,0.380103,0.989796,0.326972,0.950819,0.321251,0.937156,0.301056,0.890757,0.316918,0.879197,0.333607,0.696556,0.459136,0.701944,0.476624,0.689845,0.462933,0.701455,0.45566,0.635795,0.49501,0.135319,0.067473,0.069149,0.071254,0.061249,0.061475,0.063033,0.099031,0.107595,0.206101,0.207627,0.509579,0.554027,0.740306,0.99605,0.364451,1.496414,0.235305,1.616778,0.21196,1.620826,0.28325,1.576494,1.521661,1.528533,2.402236,2.348576,3.146853,3.147565,3.258022,3.269686,3.339919,3.343051,-0.766528,-0.692244,-0.692907,-0.692917,-0.720329,-0.721503,-0.721652,-0.284527,-0.408904,-0.602722,-0.650128,-0.113045,-0.198819,-0.573399,-0.357741,-1.341317,-0.67804,-1.491772,-0.766645,-1.478154,-0.837703,-1.352095,-0.717914,0.072376,-0.073103,0.143035,-0.672927,0.556889,-0.318382,0.573645,-0.298967,0.17058,-0.704253,0.999323,0.998531,0.998479,0.998969,0.998924,0.998876,0.998918,0.999381,0.997748,0.999334,0.999141,0.999697,0.995851,0.98049,0.106882,0.969997,0.016663,0.939671,0.016315,0.948512,0.02189,0.924472,0.025372,0.069278,0.03439,0.000718,0.001582,0.000617,0.001166,0.001119,0.001389,0.000858,0.001186,0,1,0,0,0,0
433,'2025/02/21 22:39:34:882',2,0.597269,0.613903,0.629622,0.642391,0.565172,0.547903,0.530645,0.643486,0.496097,0.620543,0.563253,0.746268,0.380103,0.989796,0.326972,0.950819,0.321251,0.937156,0.301056,0.890757,0.316918,0.879197,0.333607,0.696556,0.459136,0.701944,0.476624,0.689845,0.462933,0.701455,0.45566,0.635795,0.49501,0.135319,0.067473,0.069149,0.071254,0.061249,0.061475,0.063033,0.099031,0.107595,0.206101,0.207627,0.509579,0.554027,0.740306,0.99605,0.364451,1.496414,0.235305,1.616778,0.21196,1.620826,0.28325,1.576494,1.521661,1.528533,2.402236,2.348576,3.146853,3.147565,3.258022,3.269686,3.339919,3.343051,-0.766528,-0.692244,-0.692907,-0.692917,-0.720329,-0.721503,-0.721652,-0.284527,-0.408904,-0.602722,-0.650128,-0.113045,-0.198819,-0.573399,-0.357741,-1.341317,-0.67804,-1.491772,-0.766645,-1.478154,-0.837703,-1.352095,-0.717914,0.072376,-0.073103,0.143035,-0.672927,0.556889,-0.318382,0.573645,-0.298967,0.17058,-0.704253,0.999323,0.998531,0.998479,0.998969,0.998924,0.998876,0.998918,0.999381,0.997748,0.999334,0.999141,0.999697,0.995851,0.98049,0.106882,0.969997,0.016663,0.939671,0.016315,0.948512,0.02189,0.924472,0.025372,0.069278,0.03439,0.000718,0.001582,0.000617,0.001166,0.001119,0.001389,0.000858,0.001186,0,1,0,0,0,0
434,'2025/02/21 22:39:34:899',2,0.600987,0.620155,0.636194,0.64999,0.570147,0.552276,0.534918,0.656162,0.502141,0.625979,0.566413,0.753866,0.383475,0.989929,0.329354,0.948741,0.315653,0.934861,0.294761,0.887722,0.311136,0.875651,0.327334,0.705221,0.461647,0.718468,0.480404,0.712385,0.473593,0.730724,0.471408,0.64039,0.492293,0.136022,0.067762,0.069552,0.071949,0.061192,0.060971,0.061662,0.09993,0.105593,0.206878,0.208975,0.511306,0.554532,0.742284,0.999108,0.37081,1.495005,0.262644,1.614962,0.225405,1.619335,0.285941,1.575208,1.521684,1.52784,2.405902,2.347293,3.151035,3.145199,3.263073,3.268644,3.344306,3.338495,-0.918412,-0.84322,-0.843877,-0.84388,-0.855674,-0.856363,-0.856988,-0.404705,-0.463048,-0.741413,-0.767468,-0.239544,-0.197137,-0.794547,-0.299969,-1.658382,-0.611062,-1.845292,-0.695101,-1.823002,-0.783562,-1.668872,-0.657791,0.02655,-0.027469,0.028025,-0.366705,0.406334,0.19744,0.417624,0.236051,-0.069,-0.152099,0.999367,0.998634,0.998585,0.999038,0.998997,0.998953,0.99899,0.999424,0.997899,0.99937,0.999186,0.999697,0.99594,0.980499,0.108196,0.969522,0.017462,0.938506,0.017196,0.947707,0.023176,0.923158,0.026912,0.065512,0.032611,0.000695,0.001506,0.000615,0.001137,0.001124,0.001397,0.000867,0.001172,0,1,0,0,0,0
435,'2025/02/21 22:39:34:915',2,0.600987,0.620155,0.636194,0.64999,0.570147,0.552276,0.534918,0.656162,0.502141,0.625979,0.566413,0.753866,0.383475,0.989929,0.329354,0.948741,0.315653,0.934861,0.294761,0.887722,0.311136,0.875651,0.327334,0.705221,0.461647,0.718468,0.480404,0.712385,0.473593,0.730724,0.471408,0.64039,0.492293,0.136022,0.067762,0.069552,0.071949,0.061192,0.060971,0.061662,0.09993,0.105593,0.206878,0.208975,0.511306,0.554532,0.742284,0.999108,0.37081,1.495005,0.262644,1.614962,0.225405,1.619335,0.285941,1.575208,1.521684,1.52784,2.405902,2.347293,3.151035,3.145199,3.263073,3.268644,3.344306,3.338495,-0.918412,-0.84322,-0.843877,-0.84388,-0.855674,-0.856363,-0.856988,-0.404705,-0.463048,-0.741413,-0.767468,-0.239544,-0.197137,-0.794547,-0.299969,-1.658382,-0.611062,-1.845292,-0.695101,-1.823002,-0.783562,-1.668872,-0.657791,0.02655,-0.027469,0.028025,-0.366705,0.406334,0.19744,0.417624,0.236051,-0.069,-0.152099,0.999367,0.998634,0.998585,0.999038,0.998997,0.998953,0.99899,0.999424,0.997899,0.99937,0.999186,0.999697,0.99594,0.980499,0.108196,0.969522,0.017462,0.938506,0.017196,0.947707,0.023176,0.923158,0.026912,0.065512,0.032611,0.000695,0.001506,0.000615,0.001137,0.001124,0.001397,0.000867,0.001172,0,1,0,0,0,0
436,'2025/02/21 22:39:34:933',2,0.60725,0.626263,0.64198,0.655496,0.575877,0.55867,0.54142,0.660169,0.505768,0.630888,0.571912,0.76219,0.384825,0.999794,0.330014,0.964719,0.316363,0.950981,0.293011,0.912667,0.309084,0.902079,0.327289,0.707118,0.463583,0.718046,0.481326,0.706384,0.470243,0.722873,0.467173,0.6387,0.491697,0.136203,0.067895,0.069894,0.072643,0.060951,0.060364,0.060446,0.101003,0.104376,0.208919,0.209418,0.521641,0.554217,0.743391,0.999253,0.369197,1.494262,0.250291,1.614289,0.199535,1.618872,0.268215,1.574799,1.521536,1.5273,2.404493,2.349904,3.150255,3.145669,3.261105,3.268363,3.342633,3.341718,-0.880663,-0.805825,-0.806479,-0.806477,-0.823728,-0.824517,-0.825037,-0.383076,-0.46252,-0.709211,-0.742078,-0.211605,-0.200176,-0.701213,-0.295553,-1.547981,-0.573876,-1.737144,-0.649063,-1.722911,-0.729936,-1.561742,-0.615754,0.029371,-0.030233,0.037666,-0.415373,0.40601,0.062486,0.416567,0.083271,-0.061813,-0.311658,0.999284,0.998446,0.998388,0.998892,0.998894,0.998856,0.998906,0.99934,0.997781,0.999286,0.999109,0.999628,0.995682,0.977948,0.108214,0.962267,0.017571,0.9272,0.017371,0.937983,0.02341,0.91063,0.027191,0.063874,0.032547,0.000698,0.001536,0.000627,0.00118,0.001128,0.001437,0.000878,0.001207,0,1,0,0,0,0
437,'2025/02/21 22:39:34:949',2,0.60725,0.626263,0.64198,0.655496,0.575877,0.55867,0.54142,0.660169,0.505768,0.630888,0.571912,0.76219,0.384825,0.999794,0.330014,0.964719,0.316363,0.950981,0.293011,0.912667,0.309084,0.902079,0.327289,0.707118,0.463583,0.718046,0.481326,0.706384,0.470243,0.722873,0.467173,0.6387,0.491697,0.136203,0.067895,0.069894,0.072643,0.060951,0.060364,0.060446,0.101003,0.104376,0.208919,0.209418,0.521641,0.554217,0.743391,0.999253,0.369197,1.494262,0.250291,1.614289,0.199535,1.618872,0.268215,1.574799,1.521536,1.5273,2.404493,2.349904,3.150255,3.145669,3.261105,3.268363,3.342633,3.341718,-0.880663,-0.805825,-0.806479,-0.806477,-0.823728,-0.824517,-0.825037,-0.383076,-0.46252,-0.709211,-0.742078,-0.211605,-0.200176,-0.701213,-0.295553,-1.547981,-0.573876,-1.737144,-0.649063,-1.722911,-0.729936,-1.561742,-0.615754,0.029371,-0.030233,0.037666,-0.415373,0.40601,0.062486,0.416567,0.083271,-0.061813,-0.311658,0.999284,0.998446,0.998388,0.998892,0.998894,0.998856,0.998906,0.99934,0.997781,0.999286,0.999109,0.999628,0.995682,0.977948,0.108214,0.962267,0.017571,0.9272,0.017371,0.937983,0.02341,0.91063,0.027191,0.063874,0.032547,0.000698,0.001536,0.000627,0.00118,0.001128,0.001437,0.000878,0.001207,0,1,0,0,0,0
438,'2025/02/21 22:39:34:966',2,0.614406,0.63171,0.646597,0.660063,0.584982,0.567479,0.550159,0.663624,0.513728,0.635675,0.580788,0.764143,0.396284,0.998367,0.341147,0.966733,0.331707,0.952945,0.310826,0.913428,0.324279,0.902263,0.341639,0.712073,0.472425,0.722775,0.487098,0.708786,0.478521,0.722132,0.474133,0.647919,0.50861,0.136358,0.06794,0.070035,0.072962,0.060898,0.060325,0.06044,0.101382,0.104402,0.20913,0.210679,0.520468,0.55512,0.743982,0.997255,0.380135,1.494014,0.26423,1.61406,0.21607,1.617142,0.285667,1.572626,1.521585,1.527002,2.403393,2.349568,3.148133,3.144232,3.258968,3.267297,3.338605,3.339077,-0.784884,-0.716823,-0.717477,-0.71748,-0.742501,-0.743804,-0.74452,-0.322924,-0.435696,-0.623626,-0.667088,-0.12782,-0.199783,-0.520443,-0.290271,-1.288894,-0.536452,-1.439631,-0.613844,-1.437101,-0.689207,-1.303538,-0.575156,0.049716,-0.050546,0.122922,-0.446137,0.499149,0.055931,0.512207,0.075893,0.087805,-0.355465,0.998942,0.997638,0.997532,0.998307,0.998388,0.998363,0.998477,0.998967,0.99699,0.998928,0.998727,0.999471,0.994623,0.970431,0.104965,0.946527,0.016744,0.906635,0.016647,0.920196,0.022438,0.888696,0.025997,0.0638,0.033264,0.00069,0.00152,0.00061,0.001155,0.0011,0.001392,0.000855,0.001175,0,1,0,0,0,0
439,'2025/02/21 22:39:34:982',2,0.614406,0.63171,0.646597,0.660063,0.584982,0.567479,0.550159,0.663624,0.513728,0.635675,0.580788,0.764143,0.396284,0.998367,0.341147,0.966733,0.331707,0.952945,0.310826,0.913428,0.324279,0.902263,0.341639,0.712073,0.472425,0.722775,0.487098,0.708786,0.478521,0.722132,0.474133,0.647919,0.50861,0.136358,0.06794,0.070035,0.072962,0.060898,0.060325,0.06044,0.101382,0.104402,0.20913,0.210679,0.520468,0.55512,0.743982,0.997255,0.380135,1.494014,0.26423,1.61406,0.21607,1.617142,0.285667,1.572626,1.521585,1.527002,2.403393,2.349568,3.148133,3.144232,3.258968,3.267297,3.338605,3.339077,-0.784884,-0.716823,-0.717477,-0.71748,-0.742501,-0.743804,-0.74452,-0.322924,-0.435696,-0.623626,-0.667088,-0.12782,-0.199783,-0.520443,-0.290271,-1.288894,-0.536452,-1.439631,-0.613844,-1.437101,-0.689207,-1.303538,-0.575156,0.049716,-0.050546,0.122922,-0.446137,0.499149,0.055931,0.512207,0.075893,0.087805,-0.355465,0.998942,0.997638,0.997532,0.998307,0.998388,0.998363,0.998477,0.998967,0.99699,0.998928,0.998727,0.999471,0.994623,0.970431,0.104965,0.946527,0.016744,0.906635,0.016647,0.920196,0.022438,0.888696,0.025997,0.0638,0.033264,0.00069,0.00152,0.00061,0.001155,0.0011,0.001392,0.000855,0.001175,0,1,0,0,0,0
440,'2025/02/21 22:39:34:999',2,0.615355,0.633118,0.648121,0.661512,0.585692,0.569656,0.552851,0.663525,0.517011,0.635746,0.580611,0.761821,0.397433,0.981977,0.348438,0.964533,0.327453,0.94976,0.30678,0.905347,0.31975,0.895643,0.33722,0.710059,0.470832,0.720573,0.486523,0.706703,0.476066,0.719743,0.471199,0.644473,0.507017,0.136396,0.068696,0.071605,0.075307,0.060804,0.060047,0.060033,0.104181,0.104329,0.209176,0.210401,0.517272,0.553493,0.713956,0.987036,0.382817,1.477896,0.279428,1.594706,0.234464,1.597353,0.302565,1.554976,1.507839,1.510339,2.391708,2.330922,3.142705,3.138174,3.253292,3.263738,3.335578,3.32554,-0.762439,-0.685357,-0.686016,-0.686018,-0.707304,-0.708113,-0.708264,-0.26359,-0.361841,-0.594365,-0.632917,-0.103165,-0.150186,-0.565167,-0.307213,-1.402202,-0.672043,-1.575547,-0.774907,-1.567401,-0.848426,-1.419436,-0.714892,0.04959,-0.05043,0.065229,-0.472911,0.475985,0.050474,0.487331,0.067665,0.068845,-0.455182,0.999016,0.997813,0.997714,0.998427,0.998508,0.998488,0.998591,0.99904,0.997216,0.998992,0.998808,0.999458,0.99473,0.969203,0.109028,0.943024,0.017924,0.90068,0.017947,0.915595,0.024309,0.883468,0.028035,0.062189,0.032902,0.000707,0.001587,0.000623,0.001233,0.001105,0.001455,0.00088,0.001262,0,1,0,0,0,0
441,'2025/02/21 22:39:35:015',2,0.615355,0.633118,0.648121,0.661512,0.585692,0.569656,0.552851,0.663525,0.517011,0.635746,0.580611,0.761821,0.397433,0.981977,0.348438,0.964533,0.327453,0.94976,0.30678,0.905347,0.31975,0.895643,0.33722,0.710059,0.470832,0.720573,0.486523,0.706703,0.476066,0.719743,0.471199,0.644473,0.507017,0.136396,0.068696,0.071605,0.075307,0.060804,0.060047,0.060033,0.104181,0.104329,0.209176,0.210401,0.517272,0.553493,0.713956,0.987036,0.382817,1.477896,0.279428,1.594706,0.234464,1.597353,0.302565,1.554976,1.507839,1.510339,2.391708,2.330922,3.142705,3.138174,3.253292,3.263738,3.335578,3.32554,-0.762439,-0.685357,-0.686016,-0.686018,-0.707304,-0.708113,-0.708264,-0.26359,-0.361841,-0.594365,-0.632917,-0.103165,-0.150186,-0.565167,-0.307213,-1.402202,-0.672043,-1.575547,-0.774907,-1.567401,-0.848426,-1.419436,-0.714892,0.04959,-0.05043,0.065229,-0.472911,0.475985,0.050474,0.487331,0.067665,0.068845,-0.455182,0.999016,0.997813,0.997714,0.998427,0.998508,0.998488,0.998591,0.99904,0.997216,0.998992,0.998808,0.999458,0.99473,0.969203,0.109028,0.943024,0.017924,0.90068,0.017947,0.915595,0.024309,0.883468,0.028035,0.062189,0.032902,0.000707,0.001587,0.000623,0.001233,0.001105,0.001455,0.00088,0.001262,0,1,0,0,0,0
442,'2025/02/21 22:39:35:033',2,0.618606,0.636779,0.651041,0.66415,0.589264,0.572788,0.555654,0.666494,0.520903,0.639075,0.583845,0.768462,0.403538,0.990624,0.347806,0.971177,0.338126,0.960558,0.321748,0.918749,0.334412,0.908651,0.350045,0.708533,0.471274,0.71228,0.485618,0.702983,0.474568,0.718279,0.469309,0.629622,0.502888,0.135981,0.068658,0.071612,0.075319,0.060521,0.059786,0.059867,0.104321,0.104484,0.209166,0.210334,0.519786,0.552786,0.714367,0.987244,0.381597,1.474925,0.266299,1.589593,0.222477,1.593464,0.290475,1.551658,1.5095,1.510034,2.382174,2.325905,3.123632,3.129461,3.231888,3.251759,3.301969,3.320263,-0.796706,-0.728372,-0.729016,-0.72902,-0.750414,-0.75166,-0.75222,-0.338991,-0.436959,-0.639071,-0.676406,-0.165027,-0.2138,-0.624604,-0.318321,-1.403518,-0.610733,-1.567522,-0.689599,-1.557414,-0.755613,-1.417981,-0.646279,0.044067,-0.044794,-0.01811,-0.483777,0.206874,-0.144399,0.202627,-0.133482,-0.250473,-0.574526,0.997653,0.994127,0.994089,0.99567,0.996338,0.996587,0.99692,0.997425,0.994736,0.997355,0.997196,0.998736,0.991573,0.960666,0.106913,0.915966,0.017239,0.866372,0.017264,0.883826,0.023351,0.84707,0.026841,0.064299,0.03561,0.000801,0.001697,0.000667,0.00127,0.001139,0.001477,0.000933,0.00129,0,1,0,0,0,0
