@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute pose-1 numeric
@attribute pose-2 numeric
@attribute pose-3 numeric
@attribute pose-4 numeric
@attribute pose-5 numeric
@attribute pose-6 numeric
@attribute pose-7 numeric
@attribute pose-8 numeric
@attribute pose-9 numeric
@attribute pose-10 numeric
@attribute pose-11 numeric
@attribute pose-12 numeric
@attribute pose-13 numeric
@attribute pose-14 numeric
@attribute pose-15 numeric
@attribute pose-16 numeric
@attribute pose-17 numeric
@attribute pose-18 numeric
@attribute pose-19 numeric
@attribute pose-20 numeric
@attribute pose-21 numeric
@attribute pose-22 numeric
@attribute pose-23 numeric
@attribute pose-24 numeric
@attribute pose-25 numeric
@attribute pose-26 numeric
@attribute pose-27 numeric
@attribute pose-28 numeric
@attribute pose-29 numeric
@attribute pose-30 numeric
@attribute pose-31 numeric
@attribute pose-32 numeric
@attribute pose-33 numeric
@attribute pose-34 numeric
@attribute pose-35 numeric
@attribute pose-36 numeric
@attribute pose-37 numeric
@attribute pose-38 numeric
@attribute pose-39 numeric
@attribute pose-40 numeric
@attribute pose-41 numeric
@attribute pose-42 numeric
@attribute pose-43 numeric
@attribute pose-44 numeric
@attribute pose-45 numeric
@attribute pose-46 numeric
@attribute pose-47 numeric
@attribute pose-48 numeric
@attribute pose-49 numeric
@attribute pose-50 numeric
@attribute pose-51 numeric
@attribute pose-52 numeric
@attribute pose-53 numeric
@attribute pose-54 numeric
@attribute pose-55 numeric
@attribute pose-56 numeric
@attribute pose-57 numeric
@attribute pose-58 numeric
@attribute pose-59 numeric
@attribute pose-60 numeric
@attribute pose-61 numeric
@attribute pose-62 numeric
@attribute pose-63 numeric
@attribute pose-64 numeric
@attribute pose-65 numeric
@attribute pose-66 numeric
@attribute pose-67 numeric
@attribute pose-68 numeric
@attribute pose-69 numeric
@attribute pose-70 numeric
@attribute pose-71 numeric
@attribute pose-72 numeric
@attribute pose-73 numeric
@attribute pose-74 numeric
@attribute pose-75 numeric
@attribute pose-76 numeric
@attribute pose-77 numeric
@attribute pose-78 numeric
@attribute pose-79 numeric
@attribute pose-80 numeric
@attribute pose-81 numeric
@attribute pose-82 numeric
@attribute pose-83 numeric
@attribute pose-84 numeric
@attribute pose-85 numeric
@attribute pose-86 numeric
@attribute pose-87 numeric
@attribute pose-88 numeric
@attribute pose-89 numeric
@attribute pose-90 numeric
@attribute pose-91 numeric
@attribute pose-92 numeric
@attribute pose-93 numeric
@attribute pose-94 numeric
@attribute pose-95 numeric
@attribute pose-96 numeric
@attribute pose-97 numeric
@attribute pose-98 numeric
@attribute pose-99 numeric
@attribute pose-100 numeric
@attribute pose-101 numeric
@attribute pose-102 numeric
@attribute pose-103 numeric
@attribute pose-104 numeric
@attribute pose-105 numeric
@attribute pose-106 numeric
@attribute pose-107 numeric
@attribute pose-108 numeric
@attribute pose-109 numeric
@attribute pose-110 numeric
@attribute pose-111 numeric
@attribute pose-112 numeric
@attribute pose-113 numeric
@attribute pose-114 numeric
@attribute pose-115 numeric
@attribute pose-116 numeric
@attribute pose-117 numeric
@attribute pose-118 numeric
@attribute pose-119 numeric
@attribute pose-120 numeric
@attribute pose-121 numeric
@attribute pose-122 numeric
@attribute pose-123 numeric
@attribute pose-124 numeric
@attribute pose-125 numeric
@attribute pose-126 numeric
@attribute pose-127 numeric
@attribute pose-128 numeric
@attribute pose-129 numeric
@attribute pose-130 numeric
@attribute pose-131 numeric
@attribute pose-132 numeric
@attribute class-1 numeric
@attribute class-2 numeric
@attribute class-3 numeric
@attribute class-4 numeric
@attribute class-5 numeric
@attribute class-6 numeric

@data
1278,'2025/02/21 22:40:39:682',5,0.472177,0.494648,0.512869,0.52661,0.452679,0.437396,0.423348,0.544004,0.411914,0.499923,0.447192,0.6304,0.340122,0.815056,0.207811,0.685202,0.264456,0.817127,0.245717,0.686092,0.280449,0.717326,0.302407,0.573242,0.363773,0.560596,0.36314,0.545289,0.346361,0.55654,0.345391,0.485322,0.352055,0.136987,0.074316,0.075862,0.078604,0.076654,0.079511,0.083371,0.110543,0.116672,0.205359,0.207294,0.438587,0.430518,0.689408,0.56194,0.653456,0.492752,0.683574,0.472127,0.62326,0.435143,0.639266,0.468972,1.244681,1.217232,1.952334,1.864475,2.52649,2.465571,2.620822,2.567954,2.680783,2.615596,-0.716633,-0.65808,-0.659106,-0.658593,-0.650682,-0.651186,-0.651682,-0.350519,-0.315444,-0.596383,-0.593008,-0.261136,-0.19802,-0.75126,-0.762592,-1.242359,-1.424381,-1.358548,-1.589643,-1.294431,-1.542377,-1.225748,-1.42899,0.001994,-0.002719,-0.166086,-0.335867,0.225028,0.039986,0.243316,0.068496,-0.0843,-0.184167,0.998784,0.995674,0.996158,0.995479,0.997298,0.998233,0.997777,0.997736,0.997164,0.995382,0.995333,0.998153,0.997906,0.545271,0.103386,0.495297,0.569782,0.681654,0.744127,0.730888,0.773742,0.682889,0.769047,0.328281,0.364394,0.000302,0.000857,0.000315,0.000489,0.000767,0.00102,0.000602,0.000508,0,0,0,0,1,0
1279,'2025/02/21 22:40:39:699',5,0.503881,0.524241,0.540745,0.553898,0.482195,0.468869,0.455654,0.572372,0.4355,0.532296,0.47865,0.661165,0.364098,0.84925,0.245923,0.688519,0.332521,0.695538,0.328235,0.633161,0.369841,0.646125,0.379249,0.612347,0.398269,0.606375,0.39776,0.587484,0.380837,0.595609,0.377408,0.538012,0.399142,0.13698,0.074353,0.07589,0.07864,0.076788,0.07989,0.084143,0.110624,0.120612,0.205315,0.207748,0.439175,0.433469,0.675262,0.606209,0.646047,0.49996,0.670479,0.474786,0.613814,0.445362,0.630698,0.477146,1.242106,1.217157,1.950019,1.853089,2.52433,2.463758,2.619599,2.563696,2.679508,2.61522,-0.621314,-0.596958,-0.597698,-0.596597,-0.556328,-0.557125,-0.557494,-0.271739,-0.227915,-0.540582,-0.495309,-0.188083,-0.134326,-0.589484,-0.712696,-0.999729,-1.196867,-1.096712,-1.330271,-1.055294,-1.28198,-0.988477,-1.19585,0.00905,-0.00971,-0.133422,-0.511325,0.202765,-0.128047,0.217212,-0.098235,-0.08194,-0.371125,0.998599,0.994784,0.995341,0.99474,0.996808,0.997913,0.997435,0.997422,0.996593,0.99492,0.99479,0.99812,0.997631,0.547908,0.099717,0.461416,0.53221,0.633875,0.700211,0.680891,0.729017,0.635145,0.725362,0.315871,0.348293,0.00029,0.000823,0.000295,0.000463,0.000725,0.000964,0.000561,0.000479,0,0,0,0,1,0
1280,'2025/02/21 22:40:39:715',5,0.503881,0.524241,0.540745,0.553898,0.482195,0.468869,0.455654,0.572372,0.4355,0.532296,0.47865,0.661165,0.364098,0.84925,0.245923,0.688519,0.332521,0.695538,0.328235,0.633161,0.369841,0.646125,0.379249,0.612347,0.398269,0.606375,0.39776,0.587484,0.380837,0.595609,0.377408,0.538012,0.399142,0.13698,0.074353,0.07589,0.07864,0.076788,0.07989,0.084143,0.110624,0.120612,0.205315,0.207748,0.439175,0.433469,0.675262,0.606209,0.646047,0.49996,0.670479,0.474786,0.613814,0.445362,0.630698,0.477146,1.242106,1.217157,1.950019,1.853089,2.52433,2.463758,2.619599,2.563696,2.679508,2.61522,-0.621314,-0.596958,-0.597698,-0.596597,-0.556328,-0.557125,-0.557494,-0.271739,-0.227915,-0.540582,-0.495309,-0.188083,-0.134326,-0.589484,-0.712696,-0.999729,-1.196867,-1.096712,-1.330271,-1.055294,-1.28198,-0.988477,-1.19585,0.00905,-0.00971,-0.133422,-0.511325,0.202765,-0.128047,0.217212,-0.098235,-0.08194,-0.371125,0.998599,0.994784,0.995341,0.99474,0.996808,0.997913,0.997435,0.997422,0.996593,0.99492,0.99479,0.99812,0.997631,0.547908,0.099717,0.461416,0.53221,0.633875,0.700211,0.680891,0.729017,0.635145,0.725362,0.315871,0.348293,0.00029,0.000823,0.000295,0.000463,0.000725,0.000964,0.000561,0.000479,0,0,0,0,1,0
1281,'2025/02/21 22:40:39:733',5,0.508676,0.529886,0.546257,0.559027,0.4864,0.472314,0.457251,0.572168,0.439488,0.534637,0.482393,0.664404,0.365199,0.852179,0.239372,0.734204,0.345908,0.712344,0.342836,0.662714,0.392858,0.671961,0.400558,0.606735,0.398158,0.592826,0.386014,0.582598,0.383471,0.593078,0.386673,0.524618,0.389424,0.13696,0.074203,0.075857,0.078638,0.076012,0.078989,0.083349,0.110566,0.12056,0.204761,0.207875,0.441829,0.436472,0.669357,0.59817,0.642158,0.519402,0.664685,0.496621,0.607936,0.465811,0.625282,0.491377,1.249773,1.230099,1.943909,1.852469,2.52003,2.464148,2.614401,2.568107,2.679935,2.617258,-0.680389,-0.630712,-0.631242,-0.631113,-0.622784,-0.623317,-0.623811,-0.312711,-0.2955,-0.5595,-0.555631,-0.192363,-0.136238,-0.539381,-0.677949,-1.044666,-1.194319,-1.165592,-1.343695,-1.15274,-1.310351,-1.047575,-1.201613,0.007155,-0.007806,-0.114944,-0.502779,0.330633,-0.116132,0.357308,-0.089925,0.036355,-0.357672,0.998184,0.992905,0.99385,0.993205,0.995654,0.997248,0.99655,0.996982,0.995559,0.994251,0.9939,0.997794,0.996395,0.562713,0.097195,0.449192,0.504542,0.620349,0.678744,0.668974,0.708392,0.622193,0.704574,0.303675,0.330542,0.000388,0.00104,0.000353,0.0007,0.00084,0.001252,0.000653,0.000652,0,0,0,0,1,0
1282,'2025/02/21 22:40:39:749',5,0.508676,0.529886,0.546257,0.559027,0.4864,0.472314,0.457251,0.572168,0.439488,0.534637,0.482393,0.664404,0.365199,0.852179,0.239372,0.734204,0.345908,0.712344,0.342836,0.662714,0.392858,0.671961,0.400558,0.606735,0.398158,0.592826,0.386014,0.582598,0.383471,0.593078,0.386673,0.524618,0.389424,0.13696,0.074203,0.075857,0.078638,0.076012,0.078989,0.083349,0.110566,0.12056,0.204761,0.207875,0.441829,0.436472,0.669357,0.59817,0.642158,0.519402,0.664685,0.496621,0.607936,0.465811,0.625282,0.491377,1.249773,1.230099,1.943909,1.852469,2.52003,2.464148,2.614401,2.568107,2.679935,2.617258,-0.680389,-0.630712,-0.631242,-0.631113,-0.622784,-0.623317,-0.623811,-0.312711,-0.2955,-0.5595,-0.555631,-0.192363,-0.136238,-0.539381,-0.677949,-1.044666,-1.194319,-1.165592,-1.343695,-1.15274,-1.310351,-1.047575,-1.201613,0.007155,-0.007806,-0.114944,-0.502779,0.330633,-0.116132,0.357308,-0.089925,0.036355,-0.357672,0.998184,0.992905,0.99385,0.993205,0.995654,0.997248,0.99655,0.996982,0.995559,0.994251,0.9939,0.997794,0.996395,0.562713,0.097195,0.449192,0.504542,0.620349,0.678744,0.668974,0.708392,0.622193,0.704574,0.303675,0.330542,0.000388,0.00104,0.000353,0.0007,0.00084,0.001252,0.000653,0.000652,0,0,0,0,1,0
1283,'2025/02/21 22:40:39:766',5,0.532024,0.54986,0.566398,0.579502,0.510161,0.498829,0.485921,0.596768,0.465266,0.561142,0.506891,0.689852,0.394272,0.890335,0.306248,0.698776,0.394261,0.680877,0.421548,0.640486,0.445696,0.636803,0.460019,0.62846,0.424518,0.621372,0.413577,0.597502,0.399502,0.605975,0.398295,0.543186,0.410928,0.136154,0.073989,0.07543,0.077943,0.075599,0.077992,0.081518,0.109796,0.120065,0.201672,0.206705,0.439162,0.434122,0.631896,0.620525,0.582586,0.507334,0.582941,0.465865,0.531803,0.447243,0.556614,0.473589,1.249642,1.232431,1.942509,1.860974,2.53169,2.488938,2.627767,2.593241,2.703895,2.650315,-0.628683,-0.577406,-0.578227,-0.577896,-0.572308,-0.572849,-0.573037,-0.287368,-0.266906,-0.513885,-0.514305,-0.192879,-0.155195,-0.65663,-0.710175,-1.166326,-1.299036,-1.278143,-1.45071,-1.172895,-1.391621,-1.134604,-1.294982,0.017233,-0.017855,-0.095547,-0.496368,0.311881,-0.149416,0.332828,-0.127221,0.006646,-0.453781,0.997974,0.991904,0.992992,0.992312,0.99504,0.996889,0.996079,0.996817,0.995101,0.993987,0.993477,0.997748,0.996046,0.600232,0.111074,0.481388,0.529795,0.635066,0.694922,0.680476,0.722172,0.633328,0.717121,0.304471,0.325619,0.00051,0.00127,0.000398,0.000815,0.000947,0.001381,0.00074,0.000755,0,0,0,0,1,0
1284,'2025/02/21 22:40:39:782',5,0.532024,0.54986,0.566398,0.579502,0.510161,0.498829,0.485921,0.596768,0.465266,0.561142,0.506891,0.689852,0.394272,0.890335,0.306248,0.698776,0.394261,0.680877,0.421548,0.640486,0.445696,0.636803,0.460019,0.62846,0.424518,0.621372,0.413577,0.597502,0.399502,0.605975,0.398295,0.543186,0.410928,0.136154,0.073989,0.07543,0.077943,0.075599,0.077992,0.081518,0.109796,0.120065,0.201672,0.206705,0.439162,0.434122,0.631896,0.620525,0.582586,0.507334,0.582941,0.465865,0.531803,0.447243,0.556614,0.473589,1.249642,1.232431,1.942509,1.860974,2.53169,2.488938,2.627767,2.593241,2.703895,2.650315,-0.628683,-0.577406,-0.578227,-0.577896,-0.572308,-0.572849,-0.573037,-0.287368,-0.266906,-0.513885,-0.514305,-0.192879,-0.155195,-0.65663,-0.710175,-1.166326,-1.299036,-1.278143,-1.45071,-1.172895,-1.391621,-1.134604,-1.294982,0.017233,-0.017855,-0.095547,-0.496368,0.311881,-0.149416,0.332828,-0.127221,0.006646,-0.453781,0.997974,0.991904,0.992992,0.992312,0.99504,0.996889,0.996079,0.996817,0.995101,0.993987,0.993477,0.997748,0.996046,0.600232,0.111074,0.481388,0.529795,0.635066,0.694922,0.680476,0.722172,0.633328,0.717121,0.304471,0.325619,0.00051,0.00127,0.000398,0.000815,0.000947,0.001381,0.00074,0.000755,0,0,0,0,1,0
1285,'2025/02/21 22:40:39:800',5,0.535058,0.556894,0.573285,0.586532,0.516177,0.504415,0.49087,0.599683,0.469346,0.560612,0.509272,0.692491,0.397669,0.879359,0.317134,0.861189,0.407885,0.876023,0.410354,0.825804,0.463339,0.818071,0.475218,0.633803,0.427536,0.621319,0.406554,0.607872,0.406474,0.618762,0.408662,0.548635,0.424493,0.136237,0.0743,0.076253,0.079488,0.075502,0.077733,0.081195,0.111688,0.120014,0.201716,0.206739,0.440332,0.43444,0.599696,0.602538,0.608958,0.506556,0.636746,0.469726,0.593008,0.451921,0.603651,0.47722,1.267436,1.251056,1.967998,1.875307,2.57994,2.526587,2.675845,2.634537,2.746706,2.682399,-0.600551,-0.553485,-0.554255,-0.553991,-0.543279,-0.543854,-0.544153,-0.237717,-0.244175,-0.499538,-0.486451,-0.105569,-0.134183,-0.499487,-0.697561,-1.097919,-1.453214,-1.227072,-1.647125,-1.21864,-1.623378,-1.113106,-1.470342,0.020254,-0.020831,-0.097564,-0.543513,0.263871,-0.265802,0.28189,-0.253015,-0.058462,-0.625592,0.997863,0.991386,0.99245,0.991669,0.994887,0.996826,0.996009,0.996526,0.995049,0.993662,0.993323,0.997192,0.99566,0.581503,0.115296,0.451202,0.539154,0.608139,0.707187,0.656993,0.734332,0.612903,0.727499,0.298732,0.32103,0.00059,0.001543,0.000471,0.001058,0.001068,0.001587,0.000869,0.000955,0,0,0,0,1,0
1286,'2025/02/21 22:40:39:815',5,0.535058,0.556894,0.573285,0.586532,0.516177,0.504415,0.49087,0.599683,0.469346,0.560612,0.509272,0.692491,0.397669,0.879359,0.317134,0.861189,0.407885,0.876023,0.410354,0.825804,0.463339,0.818071,0.475218,0.633803,0.427536,0.621319,0.406554,0.607872,0.406474,0.618762,0.408662,0.548635,0.424493,0.136237,0.0743,0.076253,0.079488,0.075502,0.077733,0.081195,0.111688,0.120014,0.201716,0.206739,0.440332,0.43444,0.599696,0.602538,0.608958,0.506556,0.636746,0.469726,0.593008,0.451921,0.603651,0.47722,1.267436,1.251056,1.967998,1.875307,2.57994,2.526587,2.675845,2.634537,2.746706,2.682399,-0.600551,-0.553485,-0.554255,-0.553991,-0.543279,-0.543854,-0.544153,-0.237717,-0.244175,-0.499538,-0.486451,-0.105569,-0.134183,-0.499487,-0.697561,-1.097919,-1.453214,-1.227072,-1.647125,-1.21864,-1.623378,-1.113106,-1.470342,0.020254,-0.020831,-0.097564,-0.543513,0.263871,-0.265802,0.28189,-0.253015,-0.058462,-0.625592,0.997863,0.991386,0.99245,0.991669,0.994887,0.996826,0.996009,0.996526,0.995049,0.993662,0.993323,0.997192,0.99566,0.581503,0.115296,0.451202,0.539154,0.608139,0.707187,0.656993,0.734332,0.612903,0.727499,0.298732,0.32103,0.00059,0.001543,0.000471,0.001058,0.001068,0.001587,0.000869,0.000955,0,0,0,0,1,0
1287,'2025/02/21 22:40:39:833',5,0.562897,0.581115,0.597776,0.61078,0.53971,0.52791,0.51406,0.626653,0.489329,0.590419,0.53445,0.712662,0.424103,0.930797,0.362262,0.772131,0.461793,0.796607,0.477551,0.759795,0.52914,0.733969,0.527294,0.669739,0.455141,0.666477,0.45637,0.648789,0.444953,0.657173,0.441569,0.597606,0.47163,0.133136,0.072911,0.074942,0.078293,0.07328,0.074909,0.078034,0.110754,0.118799,0.197068,0.203546,0.439904,0.430708,0.595722,0.549862,0.518724,0.469208,0.573017,0.438692,0.532778,0.426451,0.557193,0.454755,1.265461,1.247507,1.964999,1.88062,2.579664,2.532238,2.677664,2.637188,2.751545,2.695488,-0.482317,-0.420919,-0.421454,-0.421453,-0.424762,-0.425292,-0.425532,-0.121706,-0.153938,-0.372024,-0.384081,-0.081983,-0.124472,-0.521043,-0.739358,-1.10306,-1.386375,-1.210052,-1.553095,-1.156388,-1.521201,-1.093789,-1.390826,0.038299,-0.038866,-0.06833,-0.659913,0.275182,-0.393775,0.291058,-0.378127,-0.007467,-0.690254,0.997922,0.99157,0.992573,0.991784,0.995036,0.99693,0.996147,0.996635,0.99527,0.993864,0.993564,0.997324,0.995907,0.611757,0.133249,0.467666,0.572254,0.610892,0.727586,0.657026,0.752373,0.613335,0.745197,0.294823,0.317176,0.000574,0.001556,0.000446,0.001016,0.001028,0.001531,0.000826,0.000921,0,0,0,0,1,0
1288,'2025/02/21 22:40:39:849',5,0.562897,0.581115,0.597776,0.61078,0.53971,0.52791,0.51406,0.626653,0.489329,0.590419,0.53445,0.712662,0.424103,0.930797,0.362262,0.772131,0.461793,0.796607,0.477551,0.759795,0.52914,0.733969,0.527294,0.669739,0.455141,0.666477,0.45637,0.648789,0.444953,0.657173,0.441569,0.597606,0.47163,0.133136,0.072911,0.074942,0.078293,0.07328,0.074909,0.078034,0.110754,0.118799,0.197068,0.203546,0.439904,0.430708,0.595722,0.549862,0.518724,0.469208,0.573017,0.438692,0.532778,0.426451,0.557193,0.454755,1.265461,1.247507,1.964999,1.88062,2.579664,2.532238,2.677664,2.637188,2.751545,2.695488,-0.482317,-0.420919,-0.421454,-0.421453,-0.424762,-0.425292,-0.425532,-0.121706,-0.153938,-0.372024,-0.384081,-0.081983,-0.124472,-0.521043,-0.739358,-1.10306,-1.386375,-1.210052,-1.553095,-1.156388,-1.521201,-1.093789,-1.390826,0.038299,-0.038866,-0.06833,-0.659913,0.275182,-0.393775,0.291058,-0.378127,-0.007467,-0.690254,0.997922,0.99157,0.992573,0.991784,0.995036,0.99693,0.996147,0.996635,0.99527,0.993864,0.993564,0.997324,0.995907,0.611757,0.133249,0.467666,0.572254,0.610892,0.727586,0.657026,0.752373,0.613335,0.745197,0.294823,0.317176,0.000574,0.001556,0.000446,0.001016,0.001028,0.001531,0.000826,0.000921,0,0,0,0,1,0
1289,'2025/02/21 22:40:39:866',5,0.564998,0.588037,0.604959,0.619886,0.543576,0.530736,0.516272,0.630764,0.490283,0.592932,0.537632,0.71715,0.426367,0.939751,0.359633,0.740139,0.472989,0.76476,0.490505,0.731371,0.531741,0.697737,0.526519,0.664811,0.447384,0.651621,0.447782,0.637818,0.433319,0.64622,0.42931,0.586628,0.45915,0.133057,0.072327,0.074655,0.078194,0.071838,0.073302,0.076015,0.110199,0.114042,0.197046,0.203479,0.442328,0.428157,0.594813,0.526042,0.463414,0.463528,0.518949,0.439759,0.482327,0.421058,0.510224,0.448985,1.265053,1.248016,1.97174,1.894612,2.59345,2.537652,2.69294,2.639695,2.762418,2.699629,-0.629315,-0.567867,-0.568366,-0.568409,-0.566006,-0.566535,-0.567054,-0.242026,-0.24681,-0.506027,-0.512129,-0.197577,-0.193401,-0.794121,-0.874009,-1.299587,-1.557512,-1.415347,-1.730461,-1.344793,-1.662779,-1.280134,-1.554209,0.035514,-0.036118,-0.1256,-0.649578,0.170561,-0.327536,0.17878,-0.307425,-0.165316,-0.636714,0.997609,0.990035,0.99113,0.990098,0.994131,0.996412,0.995511,0.996041,0.994514,0.992316,0.991979,0.997036,0.995707,0.631098,0.135924,0.451221,0.574995,0.582141,0.725699,0.625394,0.748857,0.582436,0.74018,0.296295,0.317307,0.000563,0.00154,0.000422,0.000958,0.00098,0.001458,0.000783,0.00087,0,0,0,0,1,0
1290,'2025/02/21 22:40:39:882',5,0.564998,0.588037,0.604959,0.619886,0.543576,0.530736,0.516272,0.630764,0.490283,0.592932,0.537632,0.71715,0.426367,0.939751,0.359633,0.740139,0.472989,0.76476,0.490505,0.731371,0.531741,0.697737,0.526519,0.664811,0.447384,0.651621,0.447782,0.637818,0.433319,0.64622,0.42931,0.586628,0.45915,0.133057,0.072327,0.074655,0.078194,0.071838,0.073302,0.076015,0.110199,0.114042,0.197046,0.203479,0.442328,0.428157,0.594813,0.526042,0.463414,0.463528,0.518949,0.439759,0.482327,0.421058,0.510224,0.448985,1.265053,1.248016,1.97174,1.894612,2.59345,2.537652,2.69294,2.639695,2.762418,2.699629,-0.629315,-0.567867,-0.568366,-0.568409,-0.566006,-0.566535,-0.567054,-0.242026,-0.24681,-0.506027,-0.512129,-0.197577,-0.193401,-0.794121,-0.874009,-1.299587,-1.557512,-1.415347,-1.730461,-1.344793,-1.662779,-1.280134,-1.554209,0.035514,-0.036118,-0.1256,-0.649578,0.170561,-0.327536,0.17878,-0.307425,-0.165316,-0.636714,0.997609,0.990035,0.99113,0.990098,0.994131,0.996412,0.995511,0.996041,0.994514,0.992316,0.991979,0.997036,0.995707,0.631098,0.135924,0.451221,0.574995,0.582141,0.725699,0.625394,0.748857,0.582436,0.74018,0.296295,0.317307,0.000563,0.00154,0.000422,0.000958,0.00098,0.001458,0.000783,0.00087,0,0,0,0,1,0
1291,'2025/02/21 22:40:39:899',5,0.578886,0.601733,0.618222,0.633178,0.56019,0.545906,0.532029,0.651486,0.507799,0.607935,0.554628,0.730703,0.440825,0.931668,0.399844,0.753968,0.554366,0.734914,0.598799,0.695932,0.623806,0.693211,0.615769,0.68095,0.470539,0.675172,0.470403,0.66421,0.460256,0.671958,0.455391,0.621233,0.494522,0.133091,0.07148,0.073563,0.076886,0.071291,0.072606,0.074914,0.108241,0.110524,0.196778,0.20349,0.440424,0.427107,0.565236,0.524199,0.486167,0.448399,0.510542,0.432039,0.472587,0.418653,0.496627,0.443375,1.264126,1.246536,1.969116,1.893345,2.587407,2.532043,2.685646,2.63186,2.757668,2.701533,-0.633161,-0.571025,-0.571555,-0.571569,-0.571898,-0.572439,-0.57298,-0.246538,-0.257596,-0.5091,-0.517951,-0.194203,-0.209328,-0.74221,-0.860498,-1.256719,-1.49582,-1.386482,-1.661757,-1.316756,-1.59647,-1.254436,-1.492508,0.041003,-0.04157,-0.07304,-0.687988,0.259083,-0.38825,0.272698,-0.368611,-0.045305,-0.691186,0.997246,0.988959,0.989976,0.989007,0.993475,0.995929,0.994985,0.995532,0.993694,0.990638,0.990115,0.996764,0.994907,0.633764,0.133828,0.422537,0.548827,0.543226,0.694708,0.583834,0.716926,0.543085,0.705921,0.302725,0.320863,0.000557,0.001578,0.000406,0.000924,0.00095,0.00141,0.000747,0.00084,0,0,0,0,1,0
1292,'2025/02/21 22:40:39:915',5,0.578886,0.601733,0.618222,0.633178,0.56019,0.545906,0.532029,0.651486,0.507799,0.607935,0.554628,0.730703,0.440825,0.931668,0.399844,0.753968,0.554366,0.734914,0.598799,0.695932,0.623806,0.693211,0.615769,0.68095,0.470539,0.675172,0.470403,0.66421,0.460256,0.671958,0.455391,0.621233,0.494522,0.133091,0.07148,0.073563,0.076886,0.071291,0.072606,0.074914,0.108241,0.110524,0.196778,0.20349,0.440424,0.427107,0.565236,0.524199,0.486167,0.448399,0.510542,0.432039,0.472587,0.418653,0.496627,0.443375,1.264126,1.246536,1.969116,1.893345,2.587407,2.532043,2.685646,2.63186,2.757668,2.701533,-0.633161,-0.571025,-0.571555,-0.571569,-0.571898,-0.572439,-0.57298,-0.246538,-0.257596,-0.5091,-0.517951,-0.194203,-0.209328,-0.74221,-0.860498,-1.256719,-1.49582,-1.386482,-1.661757,-1.316756,-1.59647,-1.254436,-1.492508,0.041003,-0.04157,-0.07304,-0.687988,0.259083,-0.38825,0.272698,-0.368611,-0.045305,-0.691186,0.997246,0.988959,0.989976,0.989007,0.993475,0.995929,0.994985,0.995532,0.993694,0.990638,0.990115,0.996764,0.994907,0.633764,0.133828,0.422537,0.548827,0.543226,0.694708,0.583834,0.716926,0.543085,0.705921,0.302725,0.320863,0.000557,0.001578,0.000406,0.000924,0.00095,0.00141,0.000747,0.00084,0,0,0,0,1,0
1293,'2025/02/21 22:40:39:933',5,0.594524,0.614817,0.631762,0.646376,0.576529,0.564443,0.549909,0.665932,0.524534,0.621979,0.569589,0.748885,0.457187,0.918034,0.429976,0.936364,0.546526,0.967843,0.580627,0.928979,0.619818,0.912589,0.613837,0.692103,0.482133,0.688763,0.483095,0.677966,0.477671,0.684284,0.472781,0.640679,0.515886,0.132833,0.071219,0.073358,0.076741,0.07063,0.071769,0.073914,0.10734,0.107847,0.196259,0.203004,0.440259,0.423794,0.562743,0.525201,0.540024,0.441075,0.5445,0.417645,0.512683,0.398488,0.530027,0.43423,1.253557,1.242418,1.96339,1.891294,2.58173,2.526724,2.67905,2.626976,2.749538,2.695343,-0.511151,-0.452445,-0.453234,-0.453269,-0.455985,-0.456802,-0.45737,-0.13881,-0.15774,-0.389128,-0.400974,-0.023747,-0.185972,-0.45094,-0.796045,-1.029974,-1.521662,-1.14212,-1.708056,-1.162843,-1.666264,-1.054975,-1.530635,0.046988,-0.047535,-0.084599,-0.677626,0.241956,-0.429584,0.25516,-0.416356,-0.063806,-0.751847,0.995906,0.984633,0.985426,0.983805,0.991708,0.994957,0.994053,0.992451,0.992633,0.986273,0.987489,0.99516,0.994656,0.576053,0.129124,0.382014,0.550935,0.494334,0.701374,0.532701,0.724319,0.496308,0.709683,0.291122,0.314797,0.000526,0.001549,0.000389,0.000911,0.00092,0.001375,0.000716,0.000826,0,0,0,0,1,0
